Title,Review Text,Division Name,Department Name,Class Name
Not the same!,"I usually buy a pair of these kind of pants every year from this brand. they are lightweight, sturdy and very flattering to my curvier body. this brand can run big, so i usually buy a size 2 rather than my normal size 4. i was going to wait it out and let someone else try them first, but then i caved and ordered them in two sizes: 26 and 27 because they didn't label them 2, 4, 6 etc. anymore. these pants still look well made and have cute little details, but they are bigger than ever!! the 27's",General,Bottoms,Pants
Cute!!!!,"Love this dress. i wear a size large, but had to return and order a medium, planning to wear with boots. it's a light dress, cute for work. the only downside is that it wrinkles easily.",General Petite,Dresses,Dresses
Bummed,"I love the maeve line and was excited to get this dress. unfortunately, the fit was just bad. the top fit fine but the bottom half was too snug and there were unattractive gaps around the waist and the pockets. don't think another size or tailoring would address the issue. for size, i am 5'4"", 130 and ordered the 6.",General Petite,Dresses,Dresses
Not for me,"High quality, yummy soft fabric, gorgeous color. even with those three pros, this jumpsuit is not for me. i am 5'2"" and 150 lbs, size 10-12 m/l in the lines that retailer carries. i own one of their jumpers and it is very flattering! this one, however has capri pants, hits awkwardly at the midsection and makes my torso look even more square. on a tall, thin woman, it probably works!",General Petite,Bottoms,Pants
I wanted to love this top...,"I really loved this top online and wanted to love it in person. it is soft and the patter is okay in person. the neckline is higher than i am used to. also, there are two buttons in the back that must be unbuttoned in order to wear the top. it is difficult to button them behind your neck with the top on. unfortunately i had to return this item...",General,Tops,Knits
Good fall dress,Nice dress to wear while seasons are transitioning,General Petite,Dresses,Dresses
"Good, not great...","I had ordered another retailer suit awhile back in an xl because my usual lg was not available, and lets say i was swimming in the xl, much to big. so when this suit came up for sale i snatched it up in lg. when i compare the two, the lg is over 4inches smaller than the xl, seems like quite a big jump in the sizing. the suit fits in the body quite well, however it's a bit snug in the side bust area. strangely, the suit has boning on the side of the bust, and also the silicone grip on the top edge,",Initmates,Intimate,Swim
Delaney pullover,"I ordered a small and it is enormous; i usually wear a size 10. it is short but the fullness in the body and the sleeves made me look like a sumo wrestler. also, it is a very heavy knit which would be great for up north but too bulky for atlanta unless the temps are in the 40s. i'm sending it back.",General,Tops,Sweaters
Unique and good quality,"Love the way these pants fit. love the length. love the cut! just the right amount of flare... normally i am a 28 or 29 in citizens jeans. i considered the 27 in them, but the legs were a bit tight. 28 was just about perfect. and the best part....they are finally on sale. i look forward to wearing them with flats or heels and a simple white shirt!",General Petite,Bottoms,Jeans
Misleading product photos,"This was the dress i was most excited about in the new arrivals, but sadly it didn't live up to expectations. unlike the first two product photos, the dress is baggy and empire waisted, and the black trim is the thin one shown in the last two product photos. the dress is slip on with no zipper or tie, and on me there were about 4+ inches to spare at the waist. all in all it felt sloppy, such a shame as i would have loved the original design online.

anyhow, i wanted to share photos of the real",General,Dresses,Dresses
"Cute print, but lacking in shape","The print was what attracted me to this dress. and the material is soft and comfortable. however, the fit was all wrong for me. it had a great belt in the back, but hung very loosely in the front. it reminded me a little of some of my maternity dresses. maybe sizing down would have helped, but then i feared it wouldn't fit my hips right. this dress may look better on someone who isn't as curvy. it really looks great on the model, but not on me.",General Petite,Dresses,Dresses
Fabric looks cheap,I returned this item. it was soft. very blah fabric. nothing special.,General,Tops,Blouses
Best pants ever!!!,"First off, the pictures online hardly do these justice. these pants are way cool. they are soft, have the perfect little pattern, they have a great tie detail on the cuff, they are higher waist (which is always more comfy), and they are super stylish! just like the other reviewer, i am occasionally hesitant on drop crotch pants...but i was so drawn to these. i'm glad i have them a shot because they are way better than i expected! these are worth the buy!",General,Bottoms,Pants
"Beautiful dress, badly designed top!","I love the fabric and pattern of this dress so much that i decided to keep it (got it on mega sale), but i would have never paid full price or anything close. the armholes are enormous, showing bra and all. i am not particularly large chested (34c), and the buttons are stretched to gaping on me, even with the huge armholes. i have a cute red sweater coat that i will wear over it all fall, but i could not recommend it because of the poor cut design.

pros: great pattern, fabric, pockets, true to",General,Dresses,Dresses
Great shirts,"I bought one of each color. love them all! they fit well and are very soft. washing and drying them are not a big issue either. i didn't notice any shrinking. i wear xs and s depending on the fabric and cut. for this, i bought a small. (i'm 34a, ~125 lbs, 5'8"".) it's loose and flowy without being overly baggy. the tail of the shirt reaches just below my butt. if you're going to wear this with a pencil skirt or low rise jeans, the buttons on the side might get in the way a little. but that doesn'",General,Tops,Blouses
"Pretty, comnfortable and loose-fit","I ordered the xx petite on this one, and unlike last year's version of a similar sweater, this one is a bit longer and looser. last year, i kept the xs p, but it was shorter too. the fit is loose, not snug or form-fitting, even as the smallest size available, it was loose but not large or unflattering. the length was also appropriate. love the colors, and pattern too. the material is soft, and the button detail in the back is fun. i am 30dd, 26.5 in waist, 115 lbs, for reference.",General Petite,Tops,Fine gauge
So pretty but...,"I love this sweater so much and wanted it to be my new favorite, but unfortunately it was a bit short for my longer torso. when i raised my arms up, it bunched up all wrong because it's a very thick sweater.",General,Tops,Sweaters
Love this top!,This top is one of my retailer faves! it is so comfortable and love the quality and design. i receive many compliments on this top. i usually wear an xs or s in retailer tops and the xs was a little tight in the arms. the dressing room attendant suggested ordering a petite small so i wouldn't lose the shape. so glad i did. it fits perfect! i even ordered when it was on sale!! the gray color is perfect! its not too thick or thin.,General,Tops,Knits
Just ok,"In my opinion, for this amount of money, the dress needs to be something really different. and this one isn't. it has several structural issues and it seems to have a split personality (summery material, dark color, flirty and fun...but overly conservative up top.)

initially, the top portion is extremely sheer. you're saved (a bit) by the extra fabric at the front, but it still seemed odd that the top isn't lined - particularly for a dress meant for winter.

there's too much going on up top. th",General Petite,Dresses,Dresses
Wider cut,"I ordered a medium, as i like my shirts a bit loose. it is a beautiful shirt, and looks great in person. however, this shirt is cut more wide and short than it is long and lean. exchanged for a small!",General,Tops,Knits
"Cute pattern, soft, comfy and flattering fit","I just purchased this sweater, but have not worn it yet as it is still very hot in the va/dc area. the print is super cute in person. it reminds me of a missoni knit pattern. the color is described as gray motif, but it's really more greens and browns, very fall colors. the sweater is soft and comfortable. the knit is fine, not chunky and doesn't add bulk. it is fitted through the chest with an empire waist and flowing over your stomach and hip area; wonderfully forgiving of any extra bulges you",General Petite,Tops,Sweaters
"Beautiful, but not flattering","When i first saw this shirt online i was so excited! it reminded me of why i love shopping in the fall! unfortunately when it came i was so disappointed. in person the fabric and the colors are gorgeous. it's fairly lightweight for a flannel but so soft and comfy cozy. i love the navy/cream polka dot that is on the inside of the cuffs and collar as well, and the buttons are cute too! when i put it on it was so comfortable, but it made me look like i was pregnant! especially from the side it just",General Petite,Tops,Blouses
Extremely awkward,"I bought this online so didn't realize that the fabric at the bottom is very, very stiff. i was expecting something silky, or at least on the softer and more moveable side. the best description i can think of is an overly starched mens dress shirt. that being the case, it kind of juts out in weird places. the sweater part is very nice, but it is somewhat closer fitting than what it seems in the picture. the fabric bottom is too ample for the slimmer design of the sweater which just adds to the o",General,Dresses,Dresses
Not the right color,"I ordered these twice just to be sure there wasn't a glitch. the color is so off! the picture shows a dark blue denim, but they are not they are a light blue - with whiskering! retailer you need to have a better image of the color because this is so misleading.",General,Bottoms,Jeans
Pills horribly,"I splurged on this pajama set for myself and now regret it. even though the design is adorable, the fabric contains acrylic and the knitted fairisle part started pilling within the first week of wear. after a month and a couple washes, it looks horrible, and the fleece part is looking a little grungy as well. so so disappointed. the top is intentionally oversized and comes down to my crotch, i could have easily sized down.",Initmates,Intimate,Sleep
Meh,"As other reviews stated, this dress runs very large. it was a big potatoe sack on me. added to the fact that the green is much brighter than the online photos, it is going back!",General,Dresses,Dresses
Cheap material -- poorly made,"Do not buy this dress for full price. the design looks great but after receiving the dress, the material is made of extremely cheap slinky-ish polyester that you would find at a f21 store. the stitching is horrific and created an uneven ""hump"" on the back seam. just absolutely poor poor quality.",General,Dresses,Dresses
"Disappointed: runs small, arrived looking worn","I read the existing reviews, before purchasing, and a few mentioned that this sweater ran large. this has been my experience with most tops i have purchased from retailer. i figured by ordering a medium, i would receive a slightly loose to moderately loose fitting sweater. this was not the case! the sweater is short, does not look anything like it does when you view the model from behind (and i assume the model is taller than i...as models are usually tall). for reference, i am 5'6'', medium build",General,Tops,Fine gauge
"Pretty dress, poor fit","I really wanted to love this dress, but it just didn't fit in anyway. i ordered an xs petite, and it was very large. the lacing in the back is completely useless, and that's what i liked about the dress. i was thinking it would be unlaced more at the top (because of chest) and then lace more tightly near the waist. it was completely closed off and the dress was still very loose and unflattering. beautiful fabric, great color combo, bad fit.",General Petite,Dresses,Dresses
Awkward sweater,"I wanted this sweater to work but sadly it failed. first, the pink was way to sheer for my liking. the sheerness caused a weird color overlap on the stomach area. then the band at the bottom was too tight causing a weird ballooning affect. a shirt underneath could work but it takes away from the beauty of the knit. the soft pink is gorgeous but not good for medium to light skinned folks.",General,Tops,Fine gauge
Just love...,"I usually wear a s. the reviews were helpful. looking at the pic this shirt does look a little on the fitted side. i ordered a size m & it fits perfectly! the sleeve length is fine too! the colors are dark, not as in the photo. i do like the frayed edge look too. i have some skinnys like that. i had been looking at this shirt for months but thought it was a bit pricey. at the sale price plus the promo discount it makes it very much worth it. no regrets. hope this isn't tmi.. of note: the dark bl",General Petite,Tops,Blouses
Love this vest,"I first saw this vest displayed in the window and admired the colors and weave. i couldn't get it out of my mind, so i had to make a special trip back to retailer to buy it. it is soft and drapes well. looks amazing with denim and boots. i think it will be my favorite fall purchase.",General,Tops,Sweaters
Poor quality,Sooo disappointed with how flimsy this fabric is. i think this is the thinnest of all clothing items i have ever come across anywhere in my life. this is really a shame because the colors are stunning and it is a nice shirt style. another con is if you have any bit of back fat it shows every lump and bump . i do not recommend unless you have a lean back and the cost was $5.00!!!,General,Tops,Knits
Long and wonderful,I am six feet tall and this sweater is a perfect fit for tunic length over skinny jeans. if you are shorter i assume it would be longer. i bought the green color which is a beautiful dark hunter green. the bodice is fitted and doesn't show any bra straps and the bottom is slightly loose and forgiving . love this sweater!,General Petite,Tops,Sweaters
Versatile top,"I was happy to see this top come back after being sold out. the cream is a pretty color....not too warm toned. the cut is true to size, although very fitted in the arm hole area. the sleeves rather fitted. the fabric of the sleeves is fairly fragile but should be doable if not overly worn. the chest fitted with an aline cut. rather loser in the back. it is also somewhat see through, although not as bad as some i have tried. overall it's a really great top, but would need to be worn with care. gr",General Petite,Tops,Knits
Petites beware,"I'm 5'2-5'3 which is supposed to be the max height for pieties in retailer (former employee) and while the bodice hit right, the skirt was insanely long. not even with heels is this gonna be right. and no discount towards hemming? i'll wait until this hits the sale rack, which it will because concensus is, it's way too long.",General Petite,Dresses,Dresses
Cute but too short,"This dress hit my waist in a weird spot and was too short. i would not have felt comfortable bending over. it was a tad too full which wasn't flattering either.
i really wanted to love it bc they design is adorable.
i need to return it!!",General,Dresses,Dresses
Overpriced and see-through,"This style is right up my alley and i was excited to receive it. however, it is seriously overpriced. i ordered the white and the material is thin and see-through. the small was even a bit roomy (5'7"", 140lbs, 32dd). going back unfortunately.",General Petite,Tops,Knits
Lovely design. quality horrendous.,"I adore the feel and cut of these culottes, but the quality has diminished my faith in retailer. picks, piles, and serious wear and tear after just one day. i feel as if i wasted my money.",General,Bottoms,Pants
Very well made!,"Another keeper! this top is just beautiful, it is so well made. worn with a black cami, chunky necklace and skinny jeans-perfection. the back drapes longer in the back which i liked as well!",General,Tops,Knits
Great top,So glad i purchased this top! it has great style and can be matched with just about everything. the material is very soft and it seems really durable.,General Petite,Tops,Knits
So close,"I really, really wanted to love this jacket. unfortunately, i have a long torso and it was a weird length on me. it hit touching my waist and i wanted something a little longer. i am 5'6"", but long waisted. this probably fits beautifully on someone more short-waisted or petite in stature. it was beautiful (although the buttons were cheap...)",General Petite,Jackets,Jackets
Cute but no,This shirt ran small and was more sheer than i expected. had to send it back.,General Petite,Tops,Knits
Great t!!!,I love this t shirt and have not purchased it in all 3 colors. very soft and very flattering!!! i like the longer length as well as the pretty neckline.,General,Tops,Knits
A few problems,"These are very pretty, but i have had a few problems with them. out of the package, i found them to be true to size. i think i purchased the pxxs or the pxs. however, even though they are machine washable, i feel that they shrunk upon washing and are now too short (i am barely over 5' tall). also, the elastic waistband keeps twisting within the casing, which drives me crazy. i have to keep straightening it. i think there are better options for sleep pants.",Initmates,Intimate,Sleep
Favorite,"Oh my. so soft, so delicious, i love this sweater.

absolutely my new favorite. buy this. you won't be disappointed. the neck is soft and not irritating at all like the other reviewer said.
love love.
look how big the hood is if you so want.",General Petite,Tops,Sweaters
Really disappointed,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer, please get the fit right!!",Initmates,Intimate,Intimates
Huge arm holes,"Why is it so difficult to find a shirt that doesn't expose half of my bra if i lift my arm? 

this is cute (beyond the arm hole issue) but overpriced. going back.",General Petite,Tops,Blouses
Fuzzy and needs to be dry cleaned,"I like design of the dress, softness and color ( i got grey), the dress is shorter on me then on model ( 5'6"" 145 lbs) i got m fits ok but i don't like fabric quality it seems like it can be peeled and picks up everything and needs to be sprayed all the time. despite i got it with 40% discount it will come back as it's poor quality.",General Petite,Dresses,Dresses
So close...,"I was hopeful my size l would fit after another pair of leggings from antrho in this order was too small. these went on easier and i was feeling good until i reached the lower abdomen and everything came to a screeching halt. i'm not sure they are too small, rather, i believe, they are styled to be low-rise. not sure why anyone would want that in a legging, but i'm new to this athletic-wear trend. regardless, i won't be wearing these!",Initmates,Intimate,Lounge
Love everything,"I loved the look of this dress online, and it's everything i hoped and more in person.
i'm 5'10"", 155# and pear-shaped.
while the bottom of this dress is voluminous, it definitely did not have a pregnant fit on my body shape.
the length was absolutely perfect, it wasn't scratchy in the least. i got compliments on the dress all day long. wore with a pair of cowboy boots while wine tasting in napa.",General Petite,Dresses,Dresses
Inconsistent all the way around,I saw this blouse in the store a few weeks ago and thought it was really pretty- great colors and fun beading around the wrists & hem. went online to order the petite size and when it arrived i literally couldn't believe it was the same shirt! it was so washed out compared to the one in the store and the petite size is very short (and i'm only 5 feet tall so that's saying something!). the neckline is very wide and open- not even sure what kind of bra wouldn't show?? sadly i wasted the shipping c,General Petite,Tops,Blouses
"Murky colors, not a refined jacket","The colors on this jacket are a murky blue with a pale mauve tone for the lighter color. size is a bit on the large size. i did not feel that the jacket was that well-made and would hold up to much wear. i was looking for a jacket to dress up jeans, black pants etc and this did not fit that need. it would be a warm jacket if that is a need.",General,Jackets,Jackets
Cute dress but the waist band runs way too large,"I wanted to love this dress. i ordered an xsmall and a small. i am 5'6"" and 110 lbs, slender build. the xsmall fit great everywhere but the waist band was completely out of portion for the dress. both sizes will have to be returned. possibly if you have a more straight up and down figure it will fit better and pull in your waist!",General,Dresses,Dresses
Feminine top,"What originally attracted me to this top was the rich floral print with the stunning and vibrant colors. however, the colors in this blouse are more vintage autumn than actually pictured on this model. although, the colors are darker, you can still wear many things with this blouse. the top is floaty but doesn't look like a tent! i feel ultra feminine and comfortable in it. definitely a top that you need for that ""something special"" but it is not too dressy or not too casual...just perfect! don'",General Petite,Tops,Blouses
Not so flattering on the backside,"I love my very old pilcro stet jeans. they are the perfect denim weight, and the back pockets are set in a way that is very flattering for the tush. not so with the newer pilcros unfortunately. the denim is thinner and may have more stretch and they get worn and pill on my inner thighs. and the back pockets are set far apart making my back side look unnaturally wide. it's a bummer.",General,Bottoms,Jeans
Lovely color,"Lovely color and sweet top, but the fabric was so itchy i couldn't wear it.",General Petite,Tops,Knits
Stiff and heavy,I have been looking for a basic ivory sweater. i waited for this one to go on sale. the style is cute but the sweater itself is very stiff and heavy. unfortunately i decided to return it.,General Petite,Tops,Sweaters
Pretty but not for me,"I was initially drawn to the intricate floral design of the neutral motif. it looks huge and boxy, so i sized down to a 0- which ended up being too tight in the chest and arm holes (for reference, i'm 5'7"", 130lbs, 34a). i returned it for a size 2, which fit much better. in the end, i decided not to keep it because of the lack of shape, and it's a little unflattering for smaller busts. it does come with a matching cami and seems well-made, but it just wasn't for me.",General,Tops,Blouses
Jeans too heavy and large,"It was way to heavy and big for someone with a petite frame like me.
i really liked the design and thought since it came in petite, i'd try it.
it would probably be better on someone much taller but the material is still too heavy.",General Petite,Bottoms,Jeans
Not attractive,"I bought this jacket based on how it looked on the model, and from the reviews. i found it to be super big, and unflattering to say the least. i'm 5""10, 155lbs. i sent it back.",General,Jackets,Jackets
Great basic tee,"This tee is a great everyday staple.  it is comfortable and it also drapes very well.  i am 5ft 2in, 100lbs, 34b and i got this in xxs regular.  the length is perfect for leggings/skinny jeans, and it also looks really cute with a side knot in front. i have this is navy, green and black.  the navy color is brighter in person and in my opinion, looks better.  you can't go wrong. planning on getting the grey and pink one as well.",General Petite,Tops,Knits
Nice quality pants at a great price,"I found these at my local retailer on the sale rack, in a moss green color. the material, cut, and overall quality of these gauchos is excellent. they will be a nice transition into autumn with a light top and a jacket. i got them in size 26, and they fit perfectly. highly recommended - with the 40% off of sale items, they cost $42 + tax.",General,Bottoms,Pants
Simply gorgeous,"I got the blue with polka dots. it fits more like a midi dress. it is a bit large, i'm usually a size 10 and got a size 8. it's gorgeous on. i don't think i'll be needing a bra underneath this. it's got a supportive band and the ribbon also helps. i might order the other bold print too, it just looks so good on.",General,Dresses,Dresses
Pretty top,This top is really pretty and flattering. i bought my usual size and its loose and flows without being too boxy. the pattern is beautiful and the band on the top stays up well.,General,Tops,Blouses
So pretty but fit is off,"This dress is everything i hoped it would be--bright, colorful, quality jacquard, classic silhouette. unfortunately it runs small up top on the bust and i couldn't even zip it up all the way. returning :(",General Petite,Dresses,Dresses
"Love it, not my color","This shirt feels amazing, it is the perfect length for leggings. i have it in long sleeves also. i don't love the pink color i bought, it looks very different from the color pictured.",General Petite,Tops,Knits
Great casual summer sweater,"A great sweater to throw over just about anything. i love it, but the only reason i couldn't give it 5 stars is because you must be very carful with it, as it can snag on anything. the fabric is similar to intertwined ribbons. the first time i put it on i got a snag right away, but it was easily pulled trough to the inside. now i am just super cautious. i do love it though. very comfortable and super casual. not heavy at all, but just enough to be happy to have to throw on when the cool spring/s",General Petite,Tops,Fine gauge
"Shoulders are off, bad pleat placement",Overall the top is cute . what doesn't show in the photo are the pleats on the shoulder/neck area. the placement of the pleats makes you look like you have a football player neck . the neck area doesn't lay flat but comes off as puffy at your neck. i've never seen pleats placed in such a spot. ruined an otherwise cute top,Initmates,Intimate,Lounge
Beautiful,"5ft 6inches
135lbs
short waisted, small bust (30dd)
 the color is more watermelon pink than that slightly orangey tone that's shown on the website. i  ordered a six petite because i wanted it to be kneelength. the four petite also fit, but was a little constricted in the bust. the dress is weightless--100% silk! i agree with the other reviewer about the bust of this dress --it's probably not great for large chests because of the ruffles",General Petite,Dresses,Dresses
Disappointing ...,This whole order was disappointing. the main piece i ordered was cancelled and the two remaining items - this sweater included were poorly made. there was a snag/thread hanging out in the middle of the front of the sweater - tried to tuck it in but it wouldn't stay so i'll be returning it.,General Petite,Tops,Sweaters
This is huge!,"If you're pregnant, congratulations. this shirt is for you. if you've ever dreamed of being an xxs, this shirt is also for you. i'm a 34d, normally a small or medium, but often size down to xs in swing tops. the xs is ginormous on me, although it fits through the shoulders. i can hold onto the bottom and stretch my arms straight out at the sides, it's that wide. think flying squirrel. what doesn't show in the pictures is that it also has a slight dolman sleeve, which makes it look wide at the to",General,Tops,Knits
Extra sleeves?,"Cute enough, but i couldn't figure out what to do with the tie that didn't make it look like an extra set of sleeves, oddly placed.",General Petite,Tops,Sweaters
Over too bit,"While i loved the sleeves on this sweater (the lace detailing was beautiful) the core area was really big. i agree with another reviewer who said it looked like a maternity top. i was hopeful but i sent it back. i am 5'7"", 128lb and ordered the small.",General Petite,Tops,Fine gauge
By the end of the day these jeans shimmy down =(,"Bummer, i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.",General,Bottoms,Jeans
Not sure,"I love the colors of this top. it does run very large though. when i received my usual small i felt like i was swimming in the top, not fitted at all. the material is a bit funky too - seems a little lower quality because of the fabric. will return and try a smaller size if there is one available at the store and see if i change my mind.",General,Tops,Knits
"Stunning, but fabric is too thin","The colors on this kimono are amazing and i really loved it, however, i too noticed the 'delicateness' of the material. it is so delicate that parts were starting to fray - including next to the kimono's label. so sad.",General,Jackets,Jackets
Did not work for me,I loved the color of this shirt but it does run big. i even sized down and it was still large on me and the ruffles flare out a bit which was not flattering one me. it looks pretty on the hangar.,General,Tops,Knits
Beautiful but thin,"I am very petite (size 00, xxs) and i got the smallest size this top came in and it fit great in the bust and arms but the bottom billowed out a little too much for my body frame type. it is so beautiful i had considered getting it altered, but the material was simply too see through so it had to go back. beautiful gauze material and detailing though!",General,Tops,Blouses
Short and small,The shirt is mostly a thick sweatshirt material and is very short when trying on - undershirt required to make up for length and the see through mesh in the pattern.  felt about 1 size too small as well,General Petite,Tops,Knits
House dress,"This is much prettier online than on me. too much dress, even though i sized down.",General,Dresses,Dresses
Just ok,"I ordered this in black and red. i had high hopes based on the reviews this received, but it's just ok. i will be returning.",General Petite,Tops,Knits
So verstile,I wear this top with jeans or cords. i allways get compliments. it's comfortable and versatile. go down a size!,General,Tops,Knits
Pretty bad in real life,"When i unwrapped this a chemical ""stink"" hit me that amost knocked me over. it was really unbearable and i m not overly sensitive to smells. second it was way too large with a boxy unflattering cut. the waist sits very high at elbow height and every below the waist the material balloons out in a rediculous manner. i wonder if they had it pinned down somehow on the picture here. with a more flattering cut i might have decided to wash it a few times to get the stink out. i do not recommend this fo",General,Trend,Trend
Almost the perfect shirt!,"I fell in love instantly...but...upon looking in the mirror, it is 100 percent see through. at least the black is... i love it enough that i am going to try to put a cami underneath. however, that mayn't work. the shirt is lovely in and of itself, but at 48, i don't need a see through shirt. it is also defiantly about a size larger that expected. so size down. almost so good!",General,Tops,Knits
"Soft, stylish sweater dress! love it!","This is simply a fabulous dress. i think the issue with the other reviewers is that they are too small (though there is nothing wrong with that). i am not. i am older and heavier, and the dress fits very well. i'm also rounder on the bottom so it is not baggy or tent-like. the material and texture of the yarn is soft and comfortable. you can wear it all day at the office and into the evening. it looks great with a jean jacket, for example, and booties. and it also looks terrific with flats. it d",General Petite,Dresses,Dresses
Color became spotty after washing,"I bought a pair of these in stone and after the first wash they become all splotchy. i chalked it up to perhaps there was bleach leftover in the my washer. although nothing else in the load was blotchy. i then, because i loved the cut of these pants, bought another pair in the darker blue color. the same thing happened after the first wash. again, nothing else in that wash load was the least bit ruined -- just my new retailer pants! such a bummer-- definitely a dye issue. i called the stores i pur",General Petite,Bottoms,Pants
"Cute skirt, bad quality","I ordered this skirt in a size small and when i received it, not only was it too long, but there was also a hole in it. so i returned it. when a small petite became available, i ordered it thinking it would fit better. i just received it and there is a hole in this skirt as well. both skirts also looked as if they had been worn; there was fuzz and lint all over the skirts. i like the skirt but i either have extremely bad luck or it's really bad quality.",General,Bottoms,Skirts
Not as pictured,"This dress is not flattering. the slip is very small and short and the dress is big and billowy. like the other reviewer said, its more like a tablecloth that you stick your head through. it was really hard to figure out how to cinch in the waist but it didn't help regardless. the length is not accurate either. i would say it's a pretty short dress (mid thigh) but that probably depends on the person. it also makes you look very horizontal. i was really excited about this dress but it's getting r",General,Dresses,Dresses
Very poor quality,"I usually love bordeaux so i was very disappointed with this shirt when it arrived. the fabric smelled plastic-y which is a first for me with retailer products. when i put the shirt on, i could see it had that sheen that comes from rayon spandex blend shirts, i hadn't noticed that it had spandex in it when i ordered it. this fabric looks and feels exactly like the cheap blends sold at discount stores. i can't believe retailer is selling this.",General Petite,Tops,Knits
Unhappy with purchase,I ordered this pants in white and black. i read the reviews and weren't that bad. i am 5'6 and 125 lbs. i got them in size small. they are way too big. the small size seems to be xl and they are way too long for someone who is maybe 5'8 or 5'9. i have to returned them. quality is ok looking on my opinion.,General,Bottoms,Pants
Satisfactory,"I bought this shirt with the intentions of using it as a nursing top. to that effect, i'm happy with the purchase, and will get a lot of use out of it. i bought two on blush and one blue at the same time. however, i was surprised that the shirt was so open and loose. i thought it was just a deep v-neck, but the design actually really opens up once the hook and eye is undone at the top. you are then very exposed, there is nothing but an opened front shirt. this is convenient for a nursing mother,",General,Tops,Knits
Hips don't lie,"It's rare for a dress to completely not work on me, but this dress completely did not work on me. i'm tall and have an hourglass figure. i got this dress in my usual size s. this dress somehow made me look ridiculously pear shaped. the empire type bust of the dress made both my bust (32c) and my waist look pretty much non-existent. it looked so bad on me i actually laughed. it's a shame though, because i had been eyeing this dress for a long time. and it is a beautiful dress, but i would not rec",General Petite,Dresses,Dresses
How do i use my arms???,"I loved the look of this dress online so i went to retailer to try it on. in the dressing room area we were all laughing because (i tried on a small) when i got it tied to the point where it looked like the model online i couldn't raise my arms. the distance between the cuff and the waist is inches! even if you manage to lift your arms the whole dress will go with it and expose you as much as if you weren't wearing a dress at all but a shirt. too bad. poor design for sure, and such a shame when th",General,Dresses,Dresses
Dissapointed,"This is a beautiful top, however it looks better on the 80 pound model. the shirt sits awkward on your chest if you have any cleavage and there is way too much fabric around the body. if you are any size beyond a 2 then it just makes you look bigger than you are.",General Petite,Tops,Blouses
Should have looked more closely at description...,"This spandex top, in my opinion, is workout wear. it is not the tank i expected to receive, but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is, it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but, as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Initmates,Intimate,Layering
Weird fit.,"1. i'm 5'5"" tall, 140 lbs and 38 (36d) - 32- 40. i'm normally a size 10 in most brands, and in maeve in the past. this dress was too tight across my waist and hips in a size 12, so it runs very slim.

2. this dress is very long waisted, so the top bunched up funny.

3. the horizontal bar in the back is in the wrong place, and will not hide your bra strap.

4. there are bra strap keep loops in the shoulders, but this is an off the shoulder top.

5. the underarms bunched funny.

6. the dress has h",General,Dresses,Dresses
Cute but ...,"I thought this top looked adorable. and the material was soft. tops like these don't usually look great on someone who is a little bit busty, it can make you look fat or like you're wearing maternity. but the real issue was the arm holes were large and seemed to gape a bit. it just didn't look flattering. even if you wore a cute, lacy bandeau bra, the way the material sticks out around the arm holes would still look awkward. too bad, since it is a cute top, and well made.",General Petite,Tops,Knits
Cute basic  --- found it to be tts!,"As you can tell from the pictures, it's nothing fancy; i think this dress will get a lot of wear for everyday living. simple and comfy. reviewers said it ran pretty small so i sized up but wished i hadn't. it is not very ""fit",General Petite,Dresses,Dresses
Scratchy and boxy,"For me, this looked better in the picture. i found the actual item more garish in person, and way too scratchy (on the outside) for my liking. hard pass for this petite.",General,Dresses,Dresses
"Smaller arms, larger body","I'll start by saying the fabric and concept are beautiful. the top is sheer, but that's pretty clear in the images and not surprising for a lightweight white blouse. the problem is that the arms are more fitted and the torso (not the chest, but the mid-section) is cut fairly wide. i'm 5'10"", 140#, 34b and usually wear a 4 or a small/medium depending on how relaxed i want the fit. i purchased this in a 4. the arms were workable but slightly fitted, and the torso fit like an 8. chest was as expect",General Petite,Tops,Blouses
Better on the hanger,"I wanted to love this product so badly. i ordered it in the mail, and it looked beautiful coming out of the box. i normally look really nice in grey, but this color really washed me out and was not nice on. the fabric is very sheer, so you would have to wear it over a camisole/tank top. this is one of those pieces that looks better on the hanger than in person. large in arms, small on body. odd fit.",General,Tops,Blouses
Very strange fit,I'm returning this cardigan. it doesn't fit me at all. it's shapeless and loose.,General,Tops,Fine gauge
Notta for me,I had high hopes for this top but it was too big and too much fabric.,General,Tops,Knits
Cute top,Just not as long as in the picture. it hit me at my hips not good!,Initmates,Intimate,Sleep
